,Tweet,score
5053,__label__POSITIVE SouthwestAir Ive DMd you Thanks,1
5054,__label__POSITIVE SouthwestAir Great flight yesterday from MSY to AUS Thank you for such great safetyservice and beautiful skies httptcoXEqYAHfvZ,1
5055,__label__NEGATIVE SouthwestAir I was under the impression when there is an  hour delay in your flight because of equipment failure compensation is offered,-1
5056,__label__NEUTRAL SouthwestAir Can you give me info on Flt  out of BDL I see its Cancelled Flightled,0
5057,__label__NEGATIVE SouthwestAir stuck in NYC flights Cancelled Flightled  days in a row Long wait times on phones Running out of  but SWA no help,-1
5058,__label__NEUTRAL SouthwestAir do you ever reinstate Cancelled Flighted flights,0
5059,__label__POSITIVE SouthwestAir great example of customer service this morning at MSY headed to ATL Alison and Bobbi were fantastic Gate B Thank you,1
5060,__label__NEGATIVE SouthwestAir Im running out of money to keep paying for hotel rooms amp food in NYC You dont help people with  spent,-1
5061,__label__NEUTRAL SouthwestAir flight Cancelled Flightledtried to get refund but on hold Can I get it after my flight would have departed,0
5062,__label__POSITIVE SouthwestAir Offers Atlanta Unprecedented Perk httptconustgpElSf httptcoBeBKXbt,1
5063,__label__NEUTRAL SouthwestAir want to pick up a customer from SpiritAirlines sign me up raisinghandssmirkingface,0
5064,__label__NEUTRAL SouthwestAir  Cancelled Flighted Sunday AM flight to Dallasnext flight out is Tuesday afternoon Stranded BS GetMeOuttaHere SouthwestSucks,0
5065,__label__NEUTRAL SouthwestAir what does a woman got to do to get a chance of a lifetime confoundedface DestinationDragons imaginedragons slaycancerwithdragons,0
5066,__label__NEUTRAL SouthwestAir I use to LUV swa but after an hour and counting on hold for a flight they Cancelled Flighted on me noluv,0
5067,__label__NEUTRAL SouthwestAir Will my luggage be on that flight No Y not bc ur on that flight n it wont end up where ur goin httptcoZjLZTua,0
5068,__label__NEGATIVE SouthwestAir you in the  hrs we were hanging out there Oh no I understand things get crazy n sometimes  hours isnt long enough,-1
5069,__label__NEUTRAL SouthwestAir Thx to customer service rep ALEX for his patient help in reFlight Booking Problems a Cancelled Flighted flight and getting us where we have to be tmrw,0
5070,__label__NEUTRAL SouthwestAir want to explain why I was on hold for  hrs tonight trying to reach customer service only to learn theyre only there MonFr,0
5071,__label__NEUTRAL SouthwestAir Cancelled Flightled flights and asshole phone support worstairline,0
5072,__label__NEUTRAL SouthwestAir flight Cancelled Flightled out of BWI to PBI Cant get out until Monday What are the chances the seats open up for a flight on ,0
5073,__label__NEUTRAL SouthwestAir been on hold for  hrs Whats up,0
5074,__label__NEUTRAL SouthwestAir flying flight  tomorrow at  from PBI I have boarding position C Is flight overbooked Have funeral to attend,0
5075,__label__POSITIVE SouthwestAir we are having a real issue trying to get thru to you  On hold for  hours amp got disconnected  Please help,1
5076,__label__NEUTRAL SouthwestAir now on hold for  hours waiting to speak to someone about my Cancelled Flightled flight from Philly to ORL,0
5077,"__label__POSITIVE SouthwestAir better travel photos
My Kindle ebook Easy Tips guide httptcodMJHM
httptcoxeDeckGMW httptcofrGhglMkqF",1
5078,__label__NEUTRAL SouthwestAir what happend Why did flight  get Cancelled Flighted for I was on hold for over an hour and no help,0
5079,__label__POSITIVE SouthwestAir thats gotta be a new record  hrs in the air  hrs waiting and  bags delivered to destination,1
5080,__label__POSITIVE SouthwestAir Thank you for your help Adam and to the awesome gate agents at B in LAS for getting us home,1
5081,__label__POSITIVE SouthwestAir yall have me sleeping in the airport until pm tomorrow thanks,1
5082,__label__NEUTRAL southwestair Ive been on hold for  hours to reschedule my Cancelled Flightled flight for the morning What gives I need help NOW,0
5083,__label__NEGATIVE SouthwestAir fail  southwest changes my flight to a different time and city and blames it on me They wont correct it furious,-1
5084,__label__NEUTRAL SouthwestAir Southwest Airline is THE way to go,0
5085,__label__POSITIVE SouthwestAir been holding for  hour and  minutes To rebook Cancelled FlightlationYou guys need more help,1
5086,__label__NEGATIVE SouthwestAir Flight Cancelled Flighted two hours on hold Then it just hangs up A little help here thx,-1
5087,__label__POSITIVE SouthwestAir I was on hold for over  hours and my call got disconnected Thanks a lot,1
5088,__label__NEUTRAL SouthwestAir everything OK This is my rd call for the day and this time Ive been on hold for  hrs Ill hang up and try again,0
5089,__label__POSITIVE SouthwestAir Your hold music needs  be fixedcertain tracks have loud phone button mashing tones in themEstimated wait time would help ,1
5090,__label__NEUTRAL SouthwestAir Was on hold for  hours before you disconnected me after my flight was Cancelled Flightled Swell company you,0
5091,__label__NEGATIVE SouthwestAir weather delays arent your fault today but getting to hotel with two soaked suitcases and no dry clothes stinks frustrated,-1
5092,__label__POSITIVE SouthwestAir thanks for getting me home from Denver tonight despite the snow,1
5093,__label__NEGATIVE SouthwestAir u texted that my flight from Denver to SD tmrw is Cancelled Flightled Been on hold for an hour trying to get help Any other flights,-1
5094,__label__POSITIVE SouthwestAir  wow  minutes on hold so far Now phone is dying,1
5095,__label__POSITIVE SouthwestAir are you hiring for flight attendants right now,1
5096,__label__NEGATIVE SouthwestAir never lets me down,-1
5097,__label__NEUTRAL SouthwestAir on hold now for  Hour  mins Whats the holdup,0
5098,__label__NEUTRAL SouthwestAir been waiting for  minutes on hold because yall Cancelled Flightled my return flight Answer the phone,0
5099,__label__POSITIVE SouthwestAir DeLacy P is a compassionate professional Despite the flight challenges she made passengers feel like prioritiesglowingstarglowingstar,1
5100,__label__POSITIVE SouthwestAir The pilotsamp crew on flt  and customer service professionals at baggage claim are OUTSTANDING Thank you,1
5101,__label__POSITIVE SouthwestAir How to find out if my parents luggage really went to FLL on a Cancelled Flighted SW flight  Called IFlySWA long long waits,1
5102,__label__NEUTRAL SouthwestAir been on hold for an hour I need to rebook my flight that was Cancelled Flighted help,0
5103,__label__NEUTRAL SouthwestAir can you speed up your flight from AZ to Omaha I need to see muh boy airplane,0
5104,__label__NEUTRAL SouthwestAir flight Cancelled Flightled stuck for  days Paid for A boarding Refused to honor it with rescheduled flight,0
5105,__label__NEUTRAL SouthwestAir  Flight today from PHL to DAL Cancelled Flightled  min on hold rebooked for tomorrow Now that flight is Cancelled Flightled  On hold again,0
5106,__label__NEUTRAL SouthwestAir been on hold over an hr to rebook a Cancelled Flighted flight Do you have anyone working,0
5107,__label__POSITIVE SouthwestAir Thanks for helping out Class act all the way see you in the air,1
5108,__label__NEGATIVE SouthwestAir flight to BOS Cancelled Flightled no flights till TUESDAY spent  to get a flight through another airline   for hotel Refund,-1
5109,__label__NEUTRAL SouthwestAir Flight was Cancelled Flighted Ive been on hold for  minutes with no human interaction I wanna get away,0
5110,__label__NEGATIVE SouthwestAir On hold with airline  min and counting Service is terrible,-1
5111,__label__NEUTRAL SouthwestAir On hold for  minutes trying to rebook a Cancelled Flightled flight with a companion ticket Help,0
5112,__label__NEGATIVE SouthwestAir why am I still in Baltimore delta is doing laps around us and laughing about it  ridiculous,-1
5113,__label__POSITIVE SouthwestAir Im ready for MayweatherPacquiao in Vegas May nd httptcodQZlrJop,1
5114,__label__NEGATIVE SouthwestAir you have the worst service you Cancelled Flightled all your flights FLL to PHL all USAirways flights flew Stuck in FL  days done,-1
5115,__label__NEGATIVE SouthwestAir my flight was Cancelled Flighted for tomorrow and hold times are long can I Cancelled Flight a leg with you,-1
5116,__label__NEUTRAL SouthwestAir your phone lines suck I have a dilemma,0
5117,__label__NEUTRAL SouthwestAir a week after Valentines daynot feeling the LUV Going on  hrs BWI and dont my bags arent even coming w me,0
5118,__label__POSITIVE SouthwestAir i sure hope you are able to get my bag to Memphis for tomorrowwould be nice to have some clean clothes for work,1
5119,__label__NEGATIVE SouthwestAir You rerouted my bfs flight and hes diabetic with little insulin even though we tried to change it the agent wouldnt do it,-1
5120,__label__POSITIVE SouthwestAir  no such thing as a free flight Gonna be spending  on board rental bc swa couldnt get my baggage to greenville w me,1
5121,__label__NEGATIVE SouthwestAir Cancelled Flightled all flights Fort Lauderdale to Philly USAir flights got to Philly with no problem WTF is wrong with SW USAirways,-1
5122,__label__POSITIVE SouthwestAir Kudos for adding Passbook to your app I LOVE IT,1
5123,__label__POSITIVE SouthwestAir male flight attendant on flight  from Orlando to Indy was AMAZING He needs a raise thumbsup Had the best experience with him,1
5124,__label__NEUTRAL SouthwestAir why was flight  out of Boston tmrw   Cancelled Flightled,0
5125,__label__NEUTRAL SouthwestAir you have no baggage tracking system,0
5126,__label__POSITIVE SouthwestAir Thx for the GRAND view today FLT  SEATAC to PHX GrandCanyon Arizona Wow Love Photography httptcoDpQOUAtdF,1
5127,__label__POSITIVE SouthwestAir still havent left BWI Maybe by the time Im suppose to fly back to Austin on Tuesday well have moved,1
5128,__label__NEUTRAL SouthwestAir coming up on  hrs and all at the gate not leaving and without my baggage SWA you are my nightmare,0
5129,__label__NEGATIVE SouthwestAir finally boarded Looks like Ill make it to my final destination but my baggage wont  baggagefail bagsflyfreebutnotwithme,-1
5130,__label__NEUTRAL SouthwestAir I am just wondering when are you going to open up fares for November,0
5131,__label__POSITIVE SouthwestAir  passengers on this plane I shouldve just grabbed my baggage and gave it its own seat,1
5132,__label__NEGATIVE SouthwestAir crazy how every airline flew out to the northeast tonight except you,-1
5133,__label__NEUTRAL SouthwestAir min to get bag checked n ATX miss my flight spend all day BWI n not get my baggage at the end of it all  epitimeoffail,0
5134,__label__POSITIVE SouthwestAir I wanted to thank the great efforts of Jamie McKinnie in BUF she is a true pro during major delays she was owning it raise,1
5135,__label__POSITIVE SouthwestAir Im flying in a couple of weeks and I need my ticket changed from my maiden name to my married name Pls help,1
5136,__label__NEUTRAL SouthwestAir  hours at this airport and you cant move a bag from one plane to another furious,0
5137,__label__NEGATIVE SouthwestAir How do I retroactively add previous flightsmilespoints to current rapid rewards balance,-1
5138,__label__NEUTRAL SouthwestAir sending now via dm,0
5139,__label__POSITIVE SouthwestAir Thanks for making good on PoteetTJ s Cancelled Flightled flight,1
5140,__label__POSITIVE SouthwestAir just sent another  drink couponsI think I have over  coupons now free drinks anyone,1
5141,__label__POSITIVE SouthwestAir quick question lets say I book a flight I did so and you then drop the price Do I get the cheaper rate,1
5142,__label__POSITIVE SouthwestAir How many trees have to die before you stop trying to sell us a credit  card OptOut httptcoCXrZhcdTVz,1
5143,__label__POSITIVE SouthwestAir bags fly freejust not to where youre going,1
5144,__label__NEUTRAL SouthwestAir  hrs to put a tag on my bag sayin it should go to greenville instead of Raleigh ARE YOU KIDDING ME,0
